text,label
israeli forces on saturday ordered doctors patients and displaced people at gaza s al shifa hospital to evacuate the medical compound forcing some to leave by gunpoint according to doctors and palestinian officials,0
european leaders roundly condemn the massive assault by the hamas terror group on israel,1
paris police encircle hundreds of people who defy a ban on a pro palestinian demonstration in central paris the officers try to contain the protest but fire tear gas when tensions rise as a breakaway group tries to march,0
thirteen people were killed tonight in the ongoing offensive against the blockaded gaza strip said forces,0
there are number of people about who are critically injured at al shifa hospital who were not able to to leave the hospital despite the israeli order to evacuate the medical facility,0
amid israel s continuing blockade communicating with the outside world has become increasingly difficult for the people of gaza without electricity or fuel one of the challenges is finding ways to charge phones,0
protests in support of the people of gaza continued around the world on monday and tuesday in ramallah in the occupied west bank palestinians rallied in support of journalists in gaza,0
turkish president recep tayyip erdogan says he can no longer speak to prime minister benjamin netanyahu in light of the bombardment of gaza turkish media reports netanyahu is no longer someone we can talk to,0
israeli airstrikes on thursday killed more than people sheltering at united nations schools in gaza the head of the main un relief agency working in the enclave told cnn,0
as israeli forces continue to bombard gaza overnight there have also been several developments in the military front across the region,1
andreas krieg a senior lecturer in security studies at king s college london told al jazeera that comments by israeli officials certainly suggest a genocidal intent,0
defense for children international palestine dcip announced today that israeli occupation forces have killed at least children during the ongoing aggression on gaza since the th of october,0
incoming rocket sirens are sounding in central israel including tel aviv it marks the first long range rocket attacks from the gaza strip since friday sirens also sound in ashkelon and other areas of southern israel,0
an anti tank guided missile was reportedly launched from the gaza strip toward the kissufim area on the border according to army radio several people are wounded in the attack,1
canada s university of alberta has fired the director of its sexual assault centre uasac after her name appeared on an open letter questioning reports that hamas raped women during its october attacks on israel,1
the israel defense forces publishes a series of aerial images showing hamas rocket launchers near civilian infrastructure in the gaza strip israel has long accused hamas of operating from civilian areas of gaza,1
five palestinian civilians were killed and dozens of others were injured in an israeli airstrike on the south of gaza city reported wafa correspondent,0
after days of relentless attacks that took place in the gaza strip the premature babies have now been taken to hospitals in the southern part of the strip,0
minister of defense yoav gallant speaks with us secretary of defense lloyd austin his office says the idf and defense establishment are currently operating to defeat the enemy and to defend our citizens,1
us senator bernie sanders rejects calls for a ceasefire in gaza breaking from a growing group of progressive lawmakers who have been leading such a call in recent weeks i don t know how you can have a ceasefire,1
in a message on the telegram app the israeli military claimed this incident took place near the southern port city of eilat which has been previously targeted by groups in gaza and by yemen s houthi rebel forces,1
hezbollah says it targeted an israeli military vehicle across the border with guided missiles killing and wounding those onboard,0
a prominent lebanese christian politician allied with hezbollah says that lebanon will not initiate a war with israel but would defend itself if attacked,0
the palestine red crescent society prcs today said it was deeply concerned about the escalating humanitarian crisis in the gaza strip as a result of the israeli occupation attacks against the protected population including medical teams,0
dozens of people were killed and injured in israeli airstrikes and artillery shelling at homes and schools housing displaced people in the gaza strip,0
the israel defense forces says mortars were fired from lebanon at a number of army posts and troops on the northern border it does not report any injuries in the attacks,0
troops have found weapons and hamas assets inside shifa hospital which indicates the presence of the terror group,1
prime minister benjamin netanyahu speaks with his thai counterpart srettha thavisin and expresses his condolences on the murder and kidnapping of many thai citizens in hamas s october assault on southern israel,1
following a drone infiltration alert in eilat reports in hebrew media indicate that a projectile possibly launched from yemen was intercepted over the red sea before it reached the resort city,1
the israel defense forces says troops struck another anti tank guided missile squad in southern lebanon before they could carry out an attack against northern israel,1
a palestinian youth was shot and injured at the hands of an israeli colonist at the entrance of the village of shufa southeast of tulkarem in the northern occupied west bank said local sources,0
the israel defense forces says it has uncovered more tunnels in the northern gaza strip near a ferris wheel and a university the idf says paratroopers operating in northern gaza found a tunnel adjacent to an old amusement park,1
the united nations and the european union expressed concern today in two separate statements over israeli settler attacks against palestinians in the occupied west bank mainly in the town of huwara south of the northern west bank city of nablus,0
in a meeting which lasted less than an hour palestinian president abbas told blinken that there must be an immediate ceasefire and humanitarian aid should be allowed to enter the gaza strip abbas s spokesperson nabil abu rudeineh told reuters,0
the israel defense forces releases a video showing an f i fighter jet intercepting a cruise missile or drone launched by the iran backed houthis in yemen at israel on tuesday,1
updates from the al shifa hospital and jabalia refugee camp in northern gaza and the occupied west bank or,0
petra de sutter says a clear message has been delivered by belgian prime minister alexander de croo during his diplomatic mission to the region with spanish prime minister pedro sanchez the killing of innocent people needs to stop,0
the israeli occupation forces today issued stop construction orders for six palestinian owned houses under construction in the town of al khader south of bethlehem,0
rocket sirens blare in the southern coastal cities of ashdod and ashkelon and in smaller towns in areas surrounding the gaza strip,1
our infographic below shows israeli army movements within gaza after it said it cut the strip into two israeli officials said the army is advancing in gaza city while palestinian armed groups say fighting is continuing to hold off those advances,1
iran hanged three men who were convicted of carrying out bombing attacks in in the restive southeastern province of sistan baluchistan the judiciary says,0
the israeli military says combat engineering forces are still working to clear the area near the border with the gaza strip of explosives and weapons left behind by hamas terrorists from the october onslaught,1
the israel defense forces says an anti tank guided missile was fired from lebanon at the margaliot area in northern israel the idf says it carried out a drone strike against the cell that launched the missile,1
the israel defense forces idf on wednesday said it has struck over targets belonging to terrorist organizations in the gaza strip since the war began on october,1
samuel ramani of the royal united services institute calls the houthi hijacking of a ship the group says is linked to israel and the subsequent release of video of the attack unsurprising,1
the israel defense forces says it carried out dozens of airstrikes in the gaza strip overnight including against hamas tunnels command centers weapons storage sites and mortar and anti tank missile launch sites,1
the israel defense forces says fighter jets struck a hezbollah position in southern lebanon after the military identified preparations by terror operatives to launch an anti tank guided missile at the northern community of malkia,1
israeli police say they have arrested two palestinians from gaza found hiding in southern israel after infiltrating the area during the october attacks,1
the health ministry encourages israelis to seek professional help to deal with the loss emotional pain and distress they are feeling in response to the unprecedented events that the country has been dealing with since october,1
israeli settlers sunday plowed private lands belonging to palestinians in the area of khirbet yanun which belongs to the lands of the town of aqraba south of nablus in preparation for seizing them,0
although palestinians in gaza and the west bank are victims of the zionist genocide reactions to what they are facing and enduring are not only of palestinian concern,0
prime minister benjamin netanyahu says that israel s aim of destroying hamas in the gaza strip will not change and that expanding idf ground operations in gaza will not get in the way of bringing back the hostages,1
rocket alerts are sounding in areas north and east of beersheba the areas under attack include regions where many bedouin live without access to proper shelters four explosions are heard,0
the israel defense forces says it is carrying out airstrikes against sites belonging to the hezbollah terror group in southern lebanon in response to some rockets fired on northern israel earlier,1
defense minister yoav gallant says the israel defense forces is making significant achievements during the ground operation in the gaza strip but that it is also paying a heavy price,1
speaking after netanyahu yoav gallant also vowed to continue the war against hamas after the implementation of the captive deal,1
former us congressman justin amash says several of his relatives were killed earlier this week as a result of an israeli airstrike in gaza,0
defense for children international palestine says that israeli forces detain interrogate prosecute and imprison palestinian children between the ages of and each year,0
palestinians were wednesday killed in new israeli airstrike in the city of khan yunis in the southern gaza strip according to sources,0
un secretary general antonio guterres tries to walk back his remarks that appeared to justify hamas s deadly assault on israel,1
the israel defense forces says it has killed the commander of hamas s anti tank guided missile array muhammad a sar in an airstrike in the gaza strip today,1
a palestinian young man was killed early tuesday and two others were injured one of them critically by israeli occupation forces during a raid to the town of sa ir north of hebron,0
us officials are raising alarms over an increase in antisemitic attacks and rhetoric worldwide in the wake of an incident in which a mob in dagestan russia stormed an airport to find jews who had arrived on a flight from israel,1
a palestinian child was shot dead tonight by israeli occupation forces in the town of beit ummar located to the north of hebron in the occupied west bank according to medical sources,0
there is a suspected terrorist infiltration into the southern city of sderot the municipality says,0
the israel defense forces confirms it killed ayser mohammad al amer a field commander in the palestinian islamic jihad s jenin wing during clashes in the jenin refugee camp overnight,1
we are following up on reports that a number of doctors from ibn sina hospital near the jenin refugee camp have refused to comply with the order issued by the israeli forces to evacuate the hospital,1
yael angel whose nephew ofir is held hostage in gaza tells channel news that the families of the hostages had a very respectable meeting yesterday with sara netanyahu,1
five palestinian citizens were tuesday killed after israeli warplanes bombed a house in bani suhaila east of the city of khan yunis south of the gaza strip,0
the gaza health ministry says people from one family have been killed in an israeli army attack on a building in northern gaza with children among the dead afp reports,0
the israeli occupation forces monday evening detained the son of the palestinian authority s pa jerusalem governor adnan ghaith from the town of silwan south of the occupied city of jerusalem,0
al jazeera s hani mahmoud reporting from khan younis said israel has launched air strikes and heavy artillery shelling just a few hours before the truce is expected to come into effect,0
the situation in the south of the territory is similar to the situation in the north israel keeps pounding the southern areas of the gaza strip,0
the un human rights council official tasked with investigating the israeli palestinian conflict refrains from condemning palestinian terrorists after they launch a devastating surprise attack on israeli civilians and soldiers,0
in the uk the sun features on its cover today the faces of the israeli children who have been held hostage by hamas since october under the banner bring them home,1
a surface to surface missile believed to have been launched from yemen at israel s southernmost city of eilat was intercepted over the red sea,0
a slogan calling for freedom from the jordan river to the mediterranean sea has drawn scrutiny after pro palestinian demonstrators across the western world were met with attempts to curtail its use,0
rocket warning sirens are activated in kissufim a kibbutz along the border with the gaza strip,0
defense minister yoav gallant says one of the objectives of the military s ground offensive in the gaza strip is to stop hamas rocket fire on israeli towns so that the public can return to their daily routines,1
the israel defense forces says ground troops continue to find hamas weaponry and infrastructure during raids in the gaza strip including inside schools mosques and the homes of terror operatives,1
idf spokesman rear adm daniel hagari comments on various media reports of potential agreements with hamas that would see the terror group release some of the hostages it is holding,1
the chairman of jerusalem s yad vashem holocaust museum accuses un secretary general antonio guterres of having failed the test of the refrain never again after he appeared to say the hamas slaughter of israeli civilians was justified,1
the israel defense forces claims to have killed hundreds of palestinian terrorists in southern israel and the gaza strip in the last few hours,1
israeli security forces are battling a palestinian terrorist near ashkelon local officials say,1
us secretary of state antony blinken spoke on the phone today with president isaac herzog earlier today to reaffirm unwavering us support for israel s right to defend itself from hamas horrific terrorist attacks the state department says,1
colonists protected by the israeli occupation forces sunday attacked the area of ezbet mughr tawfiq in the town of derastiya northwest of the occupied west bank city of salfit,1
an infiltration warning is sounding in zikim and karmia for the second time tonight hours after the idf said it engaged a group of hamas terrorists attempting to enter israel via the sea,1
united nations the head of the united nations is horrified by a strike by israeli forces on a convoy of ambulances in gaza he says in a statement adding that the conflict must stop,0
a number of humanitarian aid trucks have been delivered to the northern gaza strip by the united nations in order to be distributed to people trapped there,0
the rights group is again responding to israeli leaflets telling residents of several khan younis neighbourhoods including al qarara khuza a bani suheila and abasan to evacuate and go to known shelters that comes after over,1
colonial israeli settlers guarded by an army escort closed the main entrance tonight to the village of haris in the occupied west bank province of salfit according to local sources,0
more than britons have been evacuated from gaza deputy prime minister oliver dowden said adding that the government hopes more will be able to leave over uk nationals were able to cross out of gaza into egypt through the rafah crossing,0
a young palestinian man has been confirmed killed after being injured by live israeli military gunfire during confrontations in the village of atuf in the occupied west bank province of tubas according to local sources,0
hamas spokesman abu obeida demands that israel release all palestinian security prisoners in return for the israeli hostages it is holding afp reports,0
the israeli army says over the past day its soldiers took control of a hamas stronghold in the northern gaza strip,1
three hundred ninety two members of the us house have signed onto a bipartisan resolution expressing full throated support for israel s war against hamas the symbolic resolution co sponsored by house foreign affairs committee chair rep,1
israeli colonists this evening set fire to a palestinian owned house located at the outskirts of the village of talfit south of nablus said official sources,0
israel s air force said that in recent days it intercepted a cruise missile fired at the country launched from the southeast the military also released footage it said showed the cruise missile being destroyed,1
the palestinian islamic jihad s al quds brigades will release two captives held in gaza if conditions on the ground permit the spokesperson for the group said that the release of an elderly woman and a young boy would be for humanitarian reasons,0
residents of the al shati refugee camp have issued repeated calls for the world to intervene to stop the war in gaza on thursday al jazeera interviewed zak hania while he was still at home,0
white house national security council spokesperson john kirby chokes up during a cnn interview while discussing the scenes coming out of israel after hamas s surprise attack,0
the white house has released more details on the call between the us president and israel s prime minister according to a readout of their talks the two leaders discussed ongoing efforts to secure the release of captives held in gaza,1
palestinians were killed and others were injured in hours in israel s th day of the ongoing violent aggression on the gaza strip,0
lebanese prime minister najib mikati has condemned the israeli attack that has killed two al mayadeen tv employees in southern lebanon and a number of civilians,0
the lebanese hezbollah terror group claims responsibility for the anti tank guided missile attack targeting civilians near the northern community of dovev on the lebanon border,0
a large barrage of rockets was fired from the gaza strip towards israel on wednesday morning,0
it s pm gmt in israel and the occupied palestinian territories here s a recap of the latest developments,0
israeli forces arrested two paramedics and ordered the ibn sina hospital in jenin evacuated as it launched the latest raid in the occupied west bank the palestinian news agency wafa reports,0
in an interview with al jazeera arabic the director of save the children in palestine said that the ongoing israeli bombardment of gaza is not only an issue of deaths and injuries among palestinians,0
a palestinian hospital worker was killed today in an israeli shelling of a hospital in beit lahyia north of the gaza strip according to wafa correspondent,0
israeli colonists blocked this evening the ein al hilweh junction in the northern jordan valley and attacked palestinian registered vehicles said a local official,1
heavy air strikes by israel have intensified in the past hour we can hear loud explosions from the southwest of gaza city to the central area severe clashes are now taking place,1
air raid sirens sound in several cities across central israel including rishon lezion ramat gan and holon following a barrage of rockets from gaza,1
the shin bet says the head of the security agency ronen bar and idf chief of staff lt gen herzi halevi toured the agency s special operations command room today,1
rocket sirens sound in the gaza border communities of kfar aza and sa ad the communities have been largely evacuated of civilians since the first days of the war there are no immediate reports of injuries or damage,0
a number of rockets were launched from the gaza strip at central israel a short while ago no sirens sounded as the projectiles apparently landed in the sea the hamas terror groups claims to have fired rockets at tel aviv,0
us national security council spokesperson john kirby has taken issue with the use of the term genocide by some critics of israel s actions in gaza,1
two idf soldiers of the th regional brigade s th battalion were wounded yesterday by a hezbollah anti tank guided missile attack in the netu a area near the lebanon border,0
speaking during a visit to berlin comoros president and african union chairperson azali assoumani called for greater diplomatic pressure on israel to end its operations in gaza,0
israeli prime minister benjamin netanyahu received sharp criticism after he accused security chiefs in a now deleted social media post of failing to warn him about the impending hamas attack prior to october,1
the palestinian essayist and poet was detained by israeli forces on sunday as he was fleeing southwards from the northern gaza strip with his family he is now reported to be back with his family in central gaza,0
japan s prime minister fumio kishida condemns hamas and other palestinian terrorists over their incursion into israel urging all parties to use restraint,1
israeli occupation forces tonight confiscated a palestinian vehicle and damaged two others in the shaab al batam community in masafer yatta south of hebron according to local sources,1
footage shared by palestinian activist saleh al jafarawi on instagram shows intense shelling in different areas in gaza last night and victims being brought to a hospital,0
incoming rocket sirens are sounding in the northern community of mattat close to the lebanon border,0
south africa said it will recall all its diplomats in israel for consultation khumbudzo ntshavheni a minister in the president s office told a press briefing that all diplomatic staff in tel aviv would be asked back to pretoria for consultations,0
the galilee medical center in nahariya says it has received six injuries from the clashes on the lebanon border including one in critical condition and another in serious condition,0
the palestinian authority has declined a partial transfer of tax revenues from israel its finance ministry said in a statement october salaries for public sector workers will be delayed the ministry said,0
amid thousands who have been killed many young children have also become orphans due to israel s continued assault on gaza,0
the israel defense forces says it is carrying out airstrikes in the gaza strip now the strikes come nearly two hours after hamas launched a surprise attack,1
graves at a jewish cemetery in cleveland were vandalized with swastika graffiti according to the local jewish federation,0
the israel defense forces publishes a video showing soldiers bringing humanitarian aid to shifa hospital,1
reports claim that israeli shelling of gaza is intensifying after the idf said it would step up strikes to create the conditions needed for the next phase of the war expected to be a ground based offensive,0
three palestinians were shot dead by israeli soldiers on thursday after opening fire at a checkpoint in the occupied west bank an israeli soldier was killed and several others were wounded in the attack according to israeli officials,1
israeli forces raid of al shifa hospital continues for its second day with government and army sources echoing long voiced claims that hamas was using the hospital as a command centre,1
the united nations relief and works agency for palestine refugees unrwa said today that of its staff have been killed in the ongoing israeli airstrikes on the gaza strip started on october,0
palestinian authority prime minister mohammad shtayyeh calls on the european union and the united nations to parachute aid into the gaza strip which has been devastated by fighting between israel and hamas,0
israeli occupation forces opened fire tonight at a palestinian young man outside the northern wall of the old city of occupied jerusalem according to witnesses,0
a total of palestinians including five children were killed today during a wide scale israeli army assault on nour shams refugee camps in tulkarm in the north of the west bank according to the ministry of health and sources,0
palestine s news agency wafa has said that muhammad abu hasira a journalist was killed along with family members including his sons and brothers after israel bombed their homes in gaza city,0
piercing air raid sirens ring out over the israeli port city on the red sea fighter jets thundered in the blue skies above,0
a palestinian youth was killed late tonight by israeli forces fire in the town of beit liqya west of ramallah said the ministry of health in a brief statement,0
tens of thousands of people gathered in tel aviv to demand a return of the hostages and mark the birthday of sasha trupanov who is being held captive in gaza,1
rachel and david edery a couple from ofakim held hostage for hours in their home return there for the first time since police rescued them in what has become one of the few points of light to emerge out of israel since saturday s massacres,1
reporting from the so called hostage square in tel aviv al jazeera s sara khairat says some in the crowd are hopeful but others are in a sombre mood,0
the israeli military is surrounding gaza city and deepening its operations there the israel defense forces chief of staff said in a tv interview thursday,1
israeli security forces have taken control of a sderot police station where palestinian terrorists who infiltrated from gaza had been holed up following an hourslong standoff,1
president isaac herzog reveals that an annotated copy of adolf hitler s mein kampf was found in a children s room that was used as a base by terrorists in the northern gaza strip,0
the magen david adom ambulance service says people are wounded in the latest rocket attacks in ashkelon all of whom are in good condition,0
there are reports of air defense activity over the eilat area in southern israel images show a trail of smoke likely from an israeli interceptor missile and people in the area report having heard a large blast,1
israel defense forces spokesperson lt col richard hecht told cnn s wolf blitzer on tuesday the hamas commander who was the target of an airstrike at the jabalya refugee camp in gaza was hiding as they do behind civilians,1
for palestinians in gaza it s the house of healing for israel it s hamas s main command centre,0
us officials believe the death toll in gaza may well be even higher than the more than reported by the strip s hamas run health ministry assistant secretary of state barbara leaf told a us house panel yesterday,0
the ministerial committee for legislation has advanced an amendment to israel s counterterrorism law that will enable the state to designate individuals and not just organizations as terror operatives,1
the ministry of health said in its latest update that the death toll since saturday s israeli occupation s barbaric aggression against the gaza strip and soldiers shooting palestinians in the west bank has risen to dead and about wounded,0
a communications blackout in much of gaza as well as difficulties facing the ministry of health in gathering verified information has made it difficult for information to get out of locations hit by israeli strikes,0
us treasury secretary janet yellen says support to israel and ukraine and israel are absolute top priorities for the united states and she expects bipartisan support despite political upheaval in congress,1
the foreign ministry castigates the honduran government for recalling its ambassador from israel in protest of the fighting in gaza,0
there s been a volley of rockets fired from gaza towards central israel towards cities like tel aviv jaffa and holon,0
the united states welcomes germany s decision to ban activities supporting hamas which builds on the european union s designation to fully restrict and criminalize support of the palestinian terror group,1
hundreds of demonstrators rally outside the united nations demanding the release of hostages seized by hamas during the terror group s bloody attack on israel,0
some people have descended on freedom plaza near the white house for what washington s largest pro palestinian protest in years,0
earlier we reported about the israeli killings of three men in tulkarem in the occupied west bank the palestinian ministry of health now says a fourth man has also been killed it identified him as momen balawi,0
an israeli military spokesperson has told cnn that his country s forces stopped firing for several hours in the last two days to give civilians safe passage to leave the north of the gaza strip,0
gaza ministry of health spokesman ashraf al qudra has told al jazeera that israel is carrying out retaliatory operations against hospitals especially in the northern parts of the besieged coastal enclave,0
israeli occupation police today raided the charitable palestinian makased hospital on the mount of olives the largest hospital in occupied east jerusalem and detained patients from the gaza strip,0
the israel defense forces says it struck a cell in southern lebanon preparing to carry out an anti tank guided missile attack near the northern community of avivim,1
britain s main opposition leader keir starmer is defending his decision not to call for a permanent ceasefire in gaza amid internal dissent over the stance,1
at least three people were killed and dozens of others injured after an israeli air strike at dawn on thursday hit the vicinity of al nasr hospital in western gaza according to the palestinian news agency wafa,0
defense minister yoav gallant says the hamas terror group has made a grave mistake for launching a surprise attack on israel with rocket attacks and infiltrating into towns on the border with the gaza strip,1
singapore s government has warned that anyone who displays or wears emblems linked to the war could be jailed saying the conflict was an emotive issue that could disrupt national peace,0
the chief of the un agency that provides relief to palestinian refugees has said that nearly unrwa installations have been hit of them directly,0
the israeli occupation police today shut down al aqsa mosque in jerusalem s old city and prevented muslim worshippers from entering it according to the islamic waqf department the muslim endowment in charge of the holy place,0
the israel defense forces says that it continuing to prepare for the expected ground offensive in the gaza strip with plans for the expansion of the fighting being approved in recent days,1
in a brief post on telegram the qassam brigades said it was fighting alongside all the other resistance groups in the camp the palestinian fighters are targeting the israeli army with heavy fire and explosive devices the group said,0
a rocket launched from the gaza strip hit a home in central israel first responders say the fire and rescue services say there is heavy damage to the building,0
a palestinian aged succumbed tonight to critical wounds he sustained from the shrapnel of an israeli iron dome rocket fired to intercept rockets coming from gaza which fell at the entrance of the town of baqa ash sharqiyya north of tulkarem,0
a small israeli military surveillance drone crashed in the zeitoun neighborhood of gaza city according to palestinian media reports,0
israeli colonists today destroyed olive trees in kufr al dik town west of the northern west bank city of salfit and stole the olive crops in awarta town south of the northern west bank city of nablus,0
colonial israeli settlers issued threats today against palestinian civilians in the occupied west bank threatening them with forcible transfer to jordan,0
doctors without borders medecins sans frontieres or msf says two of its doctors are among those killed in the strike the palestine red crescent had reported an israeli attack on the hospital in northern gaza earlier in the day,0
israeli prime minister netanyahu has rejected a ceasefire before the release of captives being held in gaza adding that he would only go as far as accepting tactical little pauses despite growing calls for a ceasefire,1
the israel defense forces says it struck a number of hezbollah sites in southern lebanon in response to missile and drone attacks on troops in northern israel earlier today,1
it s difficult to get information for an ongoing military operation but people we re speaking to in gaza say they re seeing israeli troops setting up positions and posts in buildings nearby,1
al jazeera arabic has reported that at least people have been killed after an israeli air attack hit gaza s zawaida area,0
the israel defense forces says an anti tank guided missile has been fired from lebanon at the area near the northern town of bar am the military does not immediately provide information on possible casualties,1
the israel defense forces says it located and destroyed a hamas tunnel adjacent to a unrwa school in the northern gaza strip,1
a video posted by al jazeera arabic on x shows the skyline of the occupied west bank s tulkarem refugee camp as bursts of gunfire are heard in the background a thick black smoke can be seen rising from one area of the camp,0
yemen s houthi rebels have released a video showing how they seized an israeli linked ship in the red sea watch it below this is a modal window beginning of dialog window escape will cancel and close the window end of dialog window,0
scores of innocent civilians including children and women were brutally massacred today in an israeli airstrike targeting the unrwa run al fakhura school in jabalia refugee camp north of the gaza strip according to medical sources,0
the israel defense forces publishes footage of air force strikes on hamas assets in the gaza strip earlier today iaf jets have so far dropped more than tons of munitions according to a military source,1
prime minister benjamin netanyahu is weighing us requests for a short humanitarian ceasefire the hebrew language kan news reports an israeli official says a ceasefire of several hours is possible,0
the white house wouldn t say if israel had informed the united states before the israeli defense forces announced an expanding ground operation into gaza on friday,1
another attack on us forces in the region reports reuters according to two security sources this time at al harir airbase in northern iraq,0
the israel defense forces says a number of rockets were fired from lebanon at the rosh hanikra area no sirens sounded in towns in the area there are no injuries in the attack the idf says,0
a palestinian youth was killed today by israeli forces live bullets during confrontations in the town of issawiya northeast of jerusalem,0
a year old palestinian boy identified as mohammad ibrahim edeli was shot dead by israeli occupation forces tonight during confrontations in the town of beita located south of nablus in the occupied west bank according to local sources,0
the israel defense forces names three more soldiers killed during the ongoing war in the gaza strip they are lt col meidan israel head of supply in the southern command from yarhiv meidan was killed on october maj,1
the palestinian authority pa is working on stopping the onslaught on gaza through international platforms especially the united nations and human rights institutions a fatah official says,0
police name another two officers killed during fighting with hamas terrorists in southern israel,0
incoming rocket sirens sound in the northern community gornot hagalil close to the border with lebanon there are no immediate reports of injuries or damage it is the first time sirens have sounded in the north of the country in some hours,0
five civilians were killed and others injured in an israel airstrike on a house in the town of bani suheila east of khan yunis city a child was also killed in an artillery attack against al bureij refugee camp in the central strip,0
the euro med human rights monitor has called for an independent international investigation into israel s absurd claims that palestinian groups were using al shifa medical complex and other hospitals in the gaza strip for military purposes,0
the us branch of the un agency for palestinian refugees said hani almadhoun lost his brother sister in law and their children in israeli attacks on gaza,0
a palestinian woman wrapped in a hamas flag and carrying a small knife was shot and wounded by israeli forces at the qalandiya checkpoint near jerusalem in what the police say was a foiled terror attack,1
a palestinian man has been shot and killed by israeli forces in the village of tabaka in hebron governorate anas abu atwan was years old and recently married al jazeera s zein basravi reporting from the west bank says,0
hundreds of far left us jewish activists have peacefully occupied new york s statue of liberty to demand a ceasefire in gaza and an end to israel s genocidal bombardment of civilians in gaza,0
francesca albanese the un special rapporteur on the occupied palestinian territories has said that attacks on un shelters in gaza are painful to see,0
the virtual summit concluded earlier on tuesday with a demand for a humanitarian truce leading to a cessation of hostilities in gaza and a denunciation of attacks on civilians in gaza and israel,0
the israel defense forces says it struck an anti tank guided missile atgm squad in southern lebanon preparing an attack against northern israel the military says it also hit another two atgm positions in the area,1
the israel defense forces says it struck a hamas anti tank missile launch position in the gaza strip killing in a second strike the operatives who attempted to flee,1
an idf officer was seriously hurt by a mortar impact and separately a soldier was moderately hurt during a gun battle with hamas both in the northern gaza strip overnight the military says,1
us lawmakers john garamendi and mark desaulnier both california democrats have joined a growing list of congress members calling for a ceasefire in gaza they also urged the release of captives held in the enclave,0
in the latest rocket barrage from the gaza strip on central israel the magen david adom ambulance service reports four wounded,0
the family of oren goldin a resident of kibbutz nir yitzhak who has been listed as missing since the devastating hamas attack on october has been informed that he was killed in the onslaught by the gaza ruling terror group,1
medical sources early wednesday announced that a palestinian youth died after being shot by the occupation forces during a raid into the town of azzun east of qalqilya the sources said that amir abdel rahman majd,0
the united states does not support current calls for a ceasefire in the israel hamas conflict the white house says adding that pauses to get aid into gaza should be considered instead,1
the israel defense forces says a combat helicopter struck another hezbollah post in southern lebanon after an anti tank guided missile was fired at an armored vehicle near the northern town of avivim,1
bolivia cuts diplomatic ties with israel citing crimes against humanity the reuters news agency reports,0
former prime minister naftali bennett slams the government after national security adviser tzahi hanegbi thanked qatar for its crucial diplomatic efforts the government of israel is making a grave moral and practical mistake,0
in the wake of the devastating israeli aggression against the palestinian people in gaza and the west bank the death toll has surged to at least with over individuals injured the ministry of health said in an update this evening,0
us president joe biden told prime minister benjamin netanyahu during their phone call earlier today that the flow of humanitarian aid into gaza needs to immediately and significantly increase the white house says,1
israeli warplanes launched an airstrike this evening on a residential building in the city of rafah south of the gaza strip resulting in the murder of at least palestinian civilians and leaving several others wounded,0
branches of western fast food chains like mcdonald s have been boycotted in egypt jordan and other arab states including kuwait and morocco since october,0
settlers allegedly set fire to palestinian shops cars olive groves and other property in the village of deir sharf in the northern west bank following the fatal terror shooting of an israeli in the same area earlier on thursday,1
former hostages yocheved lifshitz and nurit cooper have been handed over to the israel defense forces custody,1
foreign minister eli cohen tells eu parliamentarians in brussels that iran is orchestrating attacks on israel in order to stop the tide of normalization and peace in the region,0
a building in the central city of petah tikvah is damaged in a rocket attack on central israel the fire and rescue service is on the scene as a blaze erupts in the building they are carrying out searches in case anyone is injured or trapped,0
the red cross has issued a statement one month into the gaza war demanding an end to the horrific suffering of civilians and especially children and decrying a moral failing,0
the white house continued wednesday to avoid direct criticism of israel s military actions in gaza including its massive airstrike on a refugee camp saying it wouldn t respond to each development on the battlefield,1
the israel defense forces says it launched massive airstrikes against the upscale rimal neighborhood of gaza city targeting dozens of sites the idf says rimal is a nest of terror used by hamas to launch attacks against israel,1
qatar s prime minister sheikh mohammed bin abdulrahman al thani has said that only minor challenges remain to a deal to release some of the more than people taken captive into gaza after hamas s attack on israel last month,1
the israeli occupation forces today detained palestinians in raids at their homes throughout the occupied palestinian territories according to various sources in the bethlehem area the forces roundel up palestinians from various areas,0
the biden administration has been calling for humanitarian pauses in the war while firmly rejecting demands for a ceasefire at least until israel achieves its stated goal of eliminating hamas,1
pictures show people fleeing following israeli air attacks on a neighbourhood in the al maghazi refugee camp in the central gaza strip on monday some are carrying children and babies,0
the palestinian health ministry has said israeli warplanes committed a massacre in the latest attack on the shujaiya neighbourhood in the east of the strip,0
the ministry of health sunday evening announced that the death toll from the ongoing israeli aggression on the gaza strip for the second day has risen to while others were left with various injuries,0
this is the first time a rally has been given a permit by the israeli police in which those demonstrating are calling for a ceasefire in gaza,0
two palestinian brothers were injured this evening after being attacked by israeli colonists while they were picking the olive harvest in their privately owned land in the town of bruqin west of salfit said local sources,0
colonial israeli settlers under the protection of the israeli occupation army assaulted a group of palestinian civilians today in the village of kisan in the occupied west bank province of bethlehem according to local sources,0
the occupation warplanes thursday launched several raids on citizens homes in nuseirat and its camp in the central gaza strip and jabalia to the north killing and injuring dozens,0
the israeli occupation forces this evening punitively blew up the house of a slain palestinian who was killed by israeli forces in the village of burqa northwest of nablus according to local sources,0
in the early hours of this morning palestinians packed their items and headed out to reach the areas they had been evacuated from in the northern and central regions of gaza,0
